,neg,neu,pos,compound
1 returned from africa in time to hear bidens speech one of his best he outlined the differences between his administration snd trumps pointing to his reduction of the deficit vs trumps nearly tripling it he ascribed this mostly to tax cuts for the wealthy which are,0.091,0.784,0.125,0.4215
biden and his aides eventually settled on describing the republicans as ultramaga the result of a sixmonth research project led by anita dunn who rejoined the white house as a senior adviser in the spring and the center for american progress action fund a liberal group,0.0,0.938,0.062,0.4215
i started to fill out bidens report card but i cannot figure out what courses he is taking it is definitely not those i assigned as a result he gets an f minus no extra credit for screwing up things i did not assign,0.112,0.738,0.151,0.4215
over 600000 people slept on the streets last night in america as biden ignores the situation and sends over 120 billion to ukrainian nazis is that a win,0.068,0.809,0.123,0.4019
the bottom line teachers unions turned the pandemic into a bargaining chip and kids everywhere suffered and they did so with the incestuous support of biden newsom legacy media and the left kids deserve so much better,0.076,0.784,0.14,0.3976
big senate republican leader mitch mcconnell called on biden to increase arms supplies to ukraine his statement said he also promised that republicans in the senate will guarantee the timely delivery of more weapons for ukrainian forces whats up russia ,0.069,0.783,0.148,0.3832
has joe biden ever experienced a real journalist grilling like president trump did seems to me its never ending softballs for the big guy,0.0,0.898,0.102,0.3612
never seen so many biden lovers with 03 followers all out in force dems must be worried,0.105,0.719,0.176,0.3535
we had a recession under trump in 2020 did everyone forget biden had to save the economy and the people and people think trump and gop are better at the economy all recessions during our lifetime have been by republican led presidents and gop media leaves this out,0.087,0.799,0.113,0.34
the real question that should be asked is that juneteenth hip hop holiday putting gas in your car paying for the grocery bill that has doubled within the past year this is all that voteps got for voting biden in yeah im going there all of yall should feel embarrassed,0.046,0.864,0.09,0.34
biden warns us if we vote republican we will go back to an economy under trump lol biden just gave the election to republicans ,0.053,0.84,0.107,0.34
i miss trump he didnt hate america and put us first biden doesnt,0.11,0.685,0.205,0.3395
joe biden is toxic and every democrat asking him to please stay away from their campaign knows it,0.0,0.881,0.119,0.3182
i had a #dream last night mar a lardo was forfeited seized a condominium was built on the land after trump owed america how bad he did the united states of america thanks president biden #democratsdeliver,0.092,0.759,0.149,0.296
the fbi seized hunter bidens laptop in 2019 steve bannon was subpoenaed by congress in 2021 theres no justice just political persecution,0.086,0.781,0.133,0.296
republicans just want to obstruct everything biden does or tries to do vote for dems straight down the ticket bidens has more work to do vote blue,0.0,0.887,0.113,0.296
all the republican house members who got hundreds of thousands of ppp dollars forgivenwhich means taxpayers get the tab have sued and blocked bidens student loan forgiveness program when will the gqp base realize that rs dont give a crap about them christ wake up ,0.044,0.865,0.09,0.2924
how does it feel now that the courts have found that bidens student loan cancelation is unconstitutional and student debt will not be forgiven or paid they are accepting applications with all of the applicants personal information i am laughing my off,0.099,0.779,0.122,0.2769
ultra maga trickle down biden sure hates our president doesnt he i wonder if he dreams about president trump ,0.127,0.655,0.218,0.2732
a priority for the house next year should be to conduct a comprehensive impeachment inquiry into biden and his political appointees,0.0,0.9,0.1,0.25
breaking courts temporarily blocks president biden from forgiving student loans after 22m already applied,0.113,0.714,0.173,0.25
so joe biden did an event to campaign for john fetterman and fetterman didnt even speak odd,0.0,0.891,0.109,0.2411
biden said his proposed student debt forgiveness would only help the middle class thats a lie those with law degrees stand to get an estimated 29500 in loan forgiveness while those with medical degrees would get an average of 48500 in debt cancellation,0.102,0.757,0.141,0.2263
the wealthy wont allow president biden to help ordinary americans with student loans but they allowed forgiveness for marjory traitor greene matt gaetz and jared kushner for their ppp loans we are at war with the wealthy whether people realize it or not #eattherich,0.123,0.701,0.175,0.2064
thanks president biden for leading the american people and not dictating like the last guy,0.117,0.722,0.161,0.1999
if newsom and biden really wanted to help the america people they should stop the federal and state gasoline taxes,0.095,0.777,0.128,0.1935
honestly im shocked msnbc let that clip of biden see the light of day,0.133,0.694,0.173,0.1779
just so ya know the scotus already ruled on student debt relief they sided with president biden keep applying,0.111,0.752,0.137,0.1531
22 million americans have applied for student loan forgiveness under bidens program in just the first few days republicans are filing injunctions asking the courts to prevent them from receiving debt relief under this initiative which party is declaring war on america again,0.122,0.706,0.172,0.1531
i want mitch out as much as i want biden out,0.0,0.729,0.271,0.1531
that is because they were the top three states who lost the most jobs they should all be thanking joe biden and the dems for passing policies that create jobs,0.069,0.813,0.117,0.1531
we must unleash our american energy bidens america last policies are hostile to energy companies and theyre driving our prices through the roof this must end,0.087,0.772,0.141,0.1531
biden doesnt want elon to buy twitter but neither does elon that means theres a deal to be done elon can get off the hook because the government stops the deal its not crazy elons two biggest businesses are closely tied to government spending lots of levers to pull,0.06,0.89,0.051,0.1388
biden rips the mask off of kevin mccarthy and the gop president biden exposed kevin mccarthy and gop as being motivated solely by power and said that they have no platform other than to tear down,0.089,0.835,0.076,0.128
the democratic party and joe bidens border policies have created an outofcontrol border crisis i dont believe its an accident open borders do not work for americans if it is helping the democrats accomplish their goal what is their goal,0.144,0.661,0.194,0.128
8th circuit court of appeals temporarily stops biden student loan forgiveness plan obviously the effort was led by republicans,0.077,0.821,0.101,0.128
the most difficult decision biden has to make each day is what flavor ice cream he wants and what size cone everything else his handlers decide and take care of,0.082,0.824,0.094,0.1045
we spent a lot of money to help ukrainians but this is much more than about ukrainians its about nato about western europe its about making sure russian president vladimir putin cant succeed us president biden,0.086,0.795,0.119,0.092
so biden is asking if you want to go back to the trump era economy so do you ,0.0,0.929,0.071,0.0772
the mid terms will be a choice of what kind of country you want joe biden,0.0,0.915,0.085,0.0772
fact republican candidates overwhelming want donald trump to campaign for them democrat candidates overwhelming are telling joe biden to stay away the crowd wont report it,0.0,0.951,0.049,0.0772
the media said joe biden was toast hes now president of the united states ignore them,0.13,0.725,0.145,0.0772
dear president biden not a god damned thing is your fault,0.295,0.392,0.313,0.0695
biden warns republicans will tear down all of his accomplishments if they win the midterms what accomplishments has biden done the only thing that comes to mind is hes destroyed our economy,0.123,0.775,0.102,0.0516
in the midwest gas was down to 2 a gallon under trump but went up to just over 5 a gallon under biden now its hovering right around 4 a gallon and democrats are taking credit for the price decrease this is how they think this is why were a mess,0.067,0.863,0.07,0.0387
if biden unleashes the federal government to prevent elon musk from buying twitter then youll know weve become china,0.0,0.942,0.058,0.0258
joe biden got lost trying to walk off the stage again this time at the fetterman speech and that was the highlight for senile joe today ,0.08,0.836,0.084,0.0258
joe bidenwe have spent a lot of money to help ukrainians but its much more than about ukrainians its about nato about western europe it concerns ensuring that russian president vladimir putin could not succeed he said in an interview with msnbc,0.075,0.827,0.098,0.015
very misleading but not unexpected from a habitual liar like biden thats just like gas prices are down to 4 after he raised them to 5 but they were 2 under trump,0.174,0.65,0.176,0.0138
when asked about the republicans platform president biden said they dont have a platform they tear down what ive been able to do and what weve been able to do but i dont really know what theyre for,0.0,1.0,0.0,0.0
i remember when trump would speak and stumble over a single word making the left claim he was unfit mentally to be president biden falls asleep during interviews and nobody bats an eye,0.0,1.0,0.0,0.0
whats joe bidens plan to give taylor back her girlhood,0.0,1.0,0.0,0.0
president biden on republicans they dont have a platform other than to tear down what ive been able to do weve been able to do and i dont know what theyre for ,0.0,1.0,0.0,0.0
biden hasnt gone a day in his life without telling a lie,0.0,1.0,0.0,0.0
if joe biden is the president then im the king of england,0.0,1.0,0.0,0.0
biden isnt running for office but im still gonna put a big biden sign on my lawn,0.0,1.0,0.0,0.0
maybe garland will consider charging trump after 1 the gqp takes control of the house and doj purse strings w trump possibly named as speaker to lead biden impeachment 2 trump announces that he is running again chess grandmaster at work here folks,0.0,1.0,0.0,0.0
how about being on americas side fk bidens side,0.0,1.0,0.0,0.0
what do you get when joe biden and john fetterman campaign together one gigantic incoherent word salad,0.0,1.0,0.0,0.0
nolte nearly 70 of parents disapprove of joe biden,0.0,1.0,0.0,0.0
remember regardless of what republicans are telling you president biden and democrats did not cause the inflation being felt by people not only here but around the world if you havent already noticed republicans will say and doing to regain power to control your lives,0.0,1.0,0.0,0.0
xi jinping is conducting purges on camera joe biden is taking naps on camera,0.0,1.0,0.0,0.0
i hear jill biden headed down to florida because she heard they have cuban breakfast tacos down there,0.0,1.0,0.0,0.0
how is pulisic still not on for sterling somebody call biden man,0.0,1.0,0.0,0.0
almost 4 million illegals have crossed the border since biden,0.0,1.0,0.0,0.0
cabinet ya hustlers inashinda networth ya biden and his entire cabinet,0.0,1.0,0.0,0.0
isnt that what biden wants to do with his predecessor,0.0,1.0,0.0,0.0
when fetterman biden were campaigning togethercould they understand each other ,0.0,1.0,0.0,0.0
why repubs are so hellbent on canceling pres bidens student loan forgiveness loan forgiveness helps people of color more than white people black students are more likely to accrue college debt extending the cycle of poverty despite getting an education #resistanceunited,0.119,0.741,0.14,0.0
breaking record 24 million migrants illegally crossed border in fy2022 almost 4 million total under biden new cbp data shows,0.0,1.0,0.0,0.0
where is james biden is he in the witness protection program,0.0,1.0,0.0,0.0
wheres biden campaigning today,0.0,1.0,0.0,0.0
bidens catch phrase to aides tell me what to do docs the president would frequently say,0.0,1.0,0.0,0.0
why are the mainstream media so afraid of republicans possibly impeaching joe biden they rooted for democrats to impeach donald trump from the moment he came down the escalator republicans have actual evidence its not a sham could be that be a reason why theyre afraid,0.0,1.0,0.0,0.0
biden will be the fall guy after the election,0.0,1.0,0.0,0.0
biden is using the fbi to silence his political opponents,0.0,1.0,0.0,0.0
is jill biden a socialist,0.0,1.0,0.0,0.0
biden calling elon musks twitter buyout a national security is just another way of biden saying my agenda cant move forward unless i have full control of speech he doesnt look at his illness or border being a national security risk only a business man buying twitter,0.099,0.802,0.099,-0.0
biden is also trying to imprison his predecessor,0.0,1.0,0.0,0.0
whats the difference between biden and a guy with alzheimers,0.0,1.0,0.0,0.0
omg did you see bidens interview on msnbc that happened today,0.0,1.0,0.0,0.0
abbott has caused high inflation in texas not bidenlook at your electricity bill rate extra taxlook at water billgas taxtaxes in countycityhospital now look at house and car insurance up now add health insurance premiums due to most uninsured in usno extended medicaid,0.0,1.0,0.0,0.0
i read something this morning that said republicans are not asking trump to campaign for them bc they dont think they need him yet for weeks the articles have said that democrats are running away from joe biden because he has not been asked to campaign for them,0.0,1.0,0.0,0.0
joe biden has sold off more of our strategic oil than every past president combined,0.0,1.0,0.0,0.0
yet they never can say what biden has done criminally just a myriad of things,0.0,1.0,0.0,0.0
if you were struggling to find a job when joe biden was inaugurated struggling to pay family expenses after trumps disastrous covid policies you were helped immensely by child tax credit covid relief and the best job market in our lifetimes,0.203,0.613,0.184,-0.0
just the news judge orders fauci biden officials to be deposed in social media collusion case,0.0,1.0,0.0,0.0
my president joe biden is as smooth as tennessee whiskey,0.0,1.0,0.0,0.0
the average gallon of gas in the us was 225 when biden took office,0.0,1.0,0.0,0.0
hispanic unemployment is at an all time low thats a biden win,0.298,0.476,0.226,-0.0516
ever notice that it takes biden longer to leave a stage than to actually make a speechconfused much,0.074,0.926,0.0,-0.0516
thanks to biden we have the highest gas since carter was in office our military is on food stamps our southern border is wide open to anyone and yet poor joe continues to send billions of tax payer dollars to ukraine,0.069,0.867,0.064,-0.0516
joe biden the big guy doesnt want americans going back to trumps booming economy come on man,0.071,0.929,0.0,-0.0572
kevin mccarthy was asked if anyone in the biden administration has done anything that would cause him to consider impeachment he said he did not see it before him now he also said the people dont want impeachment for political purposes that the country needs to heal,0.026,0.974,0.0,-0.0572
join me in this campaign #bidenkilledintigray simple as that biden hasnt said a word about a million being slaughtered by his allies the uae turkey along with abiy just repeat #bidenkilledintigray we all see him strategically ignoring but he wont live this genocide off,0.043,0.921,0.037,-0.0644
just in federal court blocks president bidens student debt relief program,0.284,0.516,0.2,-0.0772
has joe biden cured cancer like he promised yet,0.286,0.39,0.325,-0.1027
im seriously tired of the spoiled us media criticizing bidenlike were still the same rich prosperous country as in the 1950swake up for fuck sakemany of our cities look like 3rd world compared to japanchinaaustralia and europetrying to repair 40 years of trickledown0,0.19,0.645,0.165,-0.1027
it seems that many liberals really believe that there are no solution to the rising of far right fascism other than voting for democrats the problem with this theory is that joe biden is in solidarity with republicans far more than he is with the actual left of this country,0.088,0.83,0.081,-0.1027
jill biden is one crazed woman wanting biden to run in 2024 he could be indicted by then,0.081,0.919,0.0,-0.128
president biden is weighing decision to block elon musks twitter buyout on national security grounds,0.158,0.71,0.131,-0.128
you couldnt destroy america any faster than joe biden has since being installed as president hes done everything opposite of president trump thats hurt most americans ,0.112,0.793,0.094,-0.1406
breaking report federal appeals court puts a hault to bidens student loan forgiveness program to consider request from states to block the plan,0.116,0.8,0.084,-0.2023
federal appeals court halts bidens student loan forgiveness program to consider request from gop states to block the plan,0.132,0.773,0.095,-0.2023
us court of appeals issues pause to president bidens student debt relief program as it considers a request from six republicanled states to block the program permanently listen up young folks you aint getting shit from repubs except more debt vote accordingly,0.158,0.721,0.121,-0.2206
biden said if we vote republican we will go back to a trump economy like when inflation was 14 and i could buy fuel for under 2 bucks a gallon instead of 6 when folks could fill a whole shopping cart instead of one bag hell yeah vote red lets go back,0.088,0.822,0.09,-0.2263
breaking a foia disclosure has shown that the white house has demanded an extra truckload of depends be delivered to the white house on or before november 8 details to follow the changing of bidens diaper,0.054,0.946,0.0,-0.2263
breaking us appeals court temporarily blocks bidens student loan handout,0.174,0.826,0.0,-0.2263
cbp leadership waited until late on a friday night to release the most recent border numbers to cover up the biden administrations failure to secure our southern border the american people deserve more transparency and accountability from their government 12,0.077,0.867,0.056,-0.2263
pres biden leads the entire country his programs benefit all americans not just some you try to divide the people 8 of top ten murder states are red,0.14,0.716,0.143,-0.2263
although i am frustrated by inflation and sometimes worry that joe biden is out of touch with my values i voted for the democratic party today because i believe that the republican partys erratic behavior is disqualifying,0.151,0.719,0.129,-0.2263
joe biden is a national security threat not ,0.315,0.463,0.222,-0.25
marjorie greene no matter what joe biden says about inflation you cant put lipstick on pig,0.127,0.809,0.064,-0.2732
pres biden gave a great speech in early september warning that maga gops rejection of democracy and embrace of fascism threatens the very foundations of our republic not sure why that theme is not being loudly screamed by democrats in closing weeks of 2022 campaign,0.187,0.663,0.15,-0.2732
a federal appeals court has temporarily blocked the biden administrations student loan cancellation program nancy pelosi was right this program is an unconstitutional use of executive power,0.077,0.923,0.0,-0.2732
the gop agenda • investigate hunter biden • end aid to ukraine • defund the fbi • shut down the government • gut ss and medicare • investigate hunter biden • impeach the president • force 10yearolds to give birth • investigate hunter biden am i missing anything,0.056,0.944,0.0,-0.296
joe biden says he plans to tap the reserves until they are gone with no plan to refill them he vowed to end us oil and gas production and now hes doing it,0.064,0.936,0.0,-0.296
the federal deficit has been cut roughly in half joe biden is the most fiscally responsible president in history,0.205,0.684,0.11,-0.3008
in a friday news dump the biden administration revealed that fy 22 had the highest ever number of encounters at the southern border over 23 million this doesnt even include people whove gotten away biden has erased our southern border its unamerican what hes done,0.057,0.915,0.028,-0.3182
in other words the three states that lost the most jobs during trumps predatory presidency have fully recovered under biden,0.108,0.892,0.0,-0.3182
former us secretary of state president biden is making the same mistake that president obama didhes refusing to stand with the iranian people in hopes of getting a deal with the regime it wont work,0.131,0.797,0.072,-0.3182
donald trump was president from 2017 until early jan 2021 63000 americans died of fentanyl during that time there was not one seizure of fentanyl under his leadership joe biden on the other hand seized 621 pounds of deadly fentanyl at the boarder in one month alone,0.106,0.833,0.061,-0.34
ask a democrat where is the freedom when first responders are fired when the military are dischargednow kids are being forced the concoction vaccine or they wont be able to go to public schools america is now a communist state under biden and the democrats,0.13,0.787,0.083,-0.34
loving joe biden calling out mega maga trickle down economics the age old republican scam to steal from the poor and give to the rich,0.267,0.533,0.2,-0.3612
one thing we dont need right now is an activist court undermining joe bidens accomplishments,0.152,0.848,0.0,-0.3612
the bidens always use beau biden as a ploy when they get in trouble joe said beau died because of the burn pits in iraq not to be unkind but i did not know they had burn pits in the green zone where the jag officers were,0.087,0.88,0.033,-0.3732
bidens agenda has been so good for all of us in america he has kept his promise to govern for the working class republicans have already signaled an end to ss medicare lower drug prices gun safety abortion wno exceptions once america understands it will be hell no,0.186,0.669,0.144,-0.3734
democrats losing in 2022 is a path to getting rid of biden in 2024 and pelosi as speaker,0.14,0.86,0.0,-0.3818
dr biden is trending because joe biden was giving an interview and paused for a moment midsentence thats it no dementia no falling asleep dude literally was just pausing at least his suit wasnt tan i guess,0.152,0.787,0.061,-0.3818
joe biden unleashed a crime wave that is putting the safety of american citizens at risk,0.275,0.588,0.137,-0.4215
heres how it works zelensky warns that russia is going to blow up dam then zelensky blows up dam and biden and zelensky blame russia along with lap dog media,0.119,0.881,0.0,-0.4215
since biden took office more than 47 million illegal immigrants have crossed the border illegally that includes 900000 gotaways who managed to escape border patrol and vanish into the country,0.108,0.841,0.051,-0.4404
did you see biden fall asleep during that interview yesterday the economys in the tank and that fool cant stay awake,0.127,0.873,0.0,-0.4404
after the catastrophic afghanistan withdrawal biden couldnt understand why his allies werent on tv defending him call them call their offices an exasperated biden ordered aides see why theyre not out there but they were unwilling to publicly defend him,0.095,0.88,0.025,-0.4497
biden is about to deliver democrats the biggest midterm defeat in american history,0.2,0.8,0.0,-0.4588
if you met up with joe biden right now what would you have to say to him i cant say on here or i will prop get banned,0.107,0.893,0.0,-0.4588
why are you thanking biden honestly you should be thanking hard working americans for paying your daughters debt you should be especially thankful for the ones that did not go to college themselves but will be forced to pay for you daughters choices,0.171,0.739,0.09,-0.4684
democrats passed a burst of legislation that paves the way for new chip plants and spurs investment in new electric vehicle ventures biden is building american manufacturing while maga is waving bibles and fake cop badges #votebluetoendthelies,0.081,0.919,0.0,-0.4767
why did biden just say his inflation reduction act is working hasnt his fiscal irresponsibility increased the national debt by 4 trillion and led the us into a recession,0.169,0.764,0.067,-0.4939
republicans plan to lower gas prices and stop inflation by investigating hunter bidens laptop,0.268,0.732,0.0,-0.5267
in an interview yesterday biden was unable to answer if his wife wanted him to run for a 2nd term he was totally confused our president not being able to answer a question like this is a national security threat his cognitive decline is too far gone he needs to resign now,0.146,0.768,0.086,-0.5413
appeals court pauses biden student debt relief program the order came from the 8th us circuit court of appeals in a case brought by six republicanled states the gop just pissed off around 40 million voters,0.16,0.766,0.074,-0.5574
joe bidens 2022 illegal migration delivers 7 migrants for every 10 us births replacement is in process,0.194,0.806,0.0,-0.5574
of course the biden admin waited until late on a friday night to announce the record 24 million illegal immigrant encounters this fiscal year thats a new record and a new low in democrats complete failure to secure our borders and keep us safe,0.179,0.716,0.105,-0.5719
biden keeps draining our strategic oil reserves to artificially lower gas prices before the midterms it will not lower prices nor help democrat election chances but will put our national security at the highest level ever that idiot has to be impeached asap in january,0.176,0.739,0.085,-0.583
yesterday president biden announced that the deficit fell by 14 trillion this year this is the largest oneyear drop in american history,0.194,0.806,0.0,-0.5859
president biden has cut the deficit by the largest amount in us history this year 14 trillion,0.242,0.758,0.0,-0.5859
president biden cut the us deficit by 14 trillion dollars after the gop raised it by 6 trillion during tfgs term its the largest one year reduction in history why isnt this all over the news,0.127,0.873,0.0,-0.5859
obama started all this fucking divisive shit that he couldnt finish because michelle took his balls now bidens finishing it,0.17,0.83,0.0,-0.5965
candidate biden said he would end fossil fuels no more drilling no more fracking this ends now potus biden now criticizing oil companies for not producing enough not investing enough and making too much money what kind of special idiot is biden pretty damn special,0.223,0.639,0.138,-0.5975
build back better the great reset biden is using up his already depleted oil reserves the us destroyed ns1 2 opec cut oil prod by 5 the us are stealing syrian oil by night the us are trying to prevent all new oil gas resources being exploited on us soil,0.196,0.671,0.133,-0.5994
its time to stop this farce that theres nothing cognitively wrong with joe biden he was on msnbc the host asked if he was going to run again he got that blank no ones home look on his face just froze staring into space he finally came out of it finished mumbling,0.13,0.826,0.044,-0.6087
hunter biden and ashley biden have never denied the information in hunters laptop or ashleys diary what thst tells us is joe biden is a terrible father an alleged sexual predator and a sick person think about it,0.153,0.789,0.058,-0.6116
ive already seen several repub ads claiming biden and inflation are to blame for the cost of turkey avian flu hit many domestic poultry farms coast to coast this year carried further by migratory birds knowledge is power vote accordingly,0.116,0.884,0.0,-0.6124
if maga takes back congress they will cut social security medicare extend tax cuts for wealthy corporations kill bidens student loan forgiveness ban abortion and make sure we never have free elections again please go knock some doors today #votebluetosaveamerica,0.266,0.503,0.231,-0.6126
bidens new phrase that he rehearsed b4 he could say it is mega maga trickle down it has hillary clintons fingerprints alloverit because she was the drunk genius that came up with it shh will biden spew more hillarys crazy phrases before the election,0.108,0.892,0.0,-0.6222
biden and boris johnsons antirussia policy caused economic disaster in uk and europe and it is the main reason for downfall of liz and political instability in uk and europe,0.124,0.876,0.0,-0.6249
buccees denton tx reg gas307 no ethanol gas 429 diesel 469 biden and his asinine policies are killing this nation,0.253,0.651,0.096,-0.6249
joe biden is the worst president of your lifetime,0.339,0.661,0.0,-0.6249
bidens fentanyl crisis continues as 22 pounds of deadly fentanyl were seized by west tennessee drug task force agents bidens open border policies are allowing this illicit drug to flow across our southern border and into tennessee communities,0.1,0.9,0.0,-0.6249
have we ever seen biden boris macron visiting churches blowing up tax payers money waving to imaginary crowds and making a spectacle out of it what utter nonsense goes on in india in name of religion ridiculous,0.133,0.867,0.0,-0.6369
has joe biden cured cancer yet,0.468,0.532,0.0,-0.6597
