,neg,neu,pos,compound
ive had my pixel 7 pro for a few days now and i can honestly say this phone is amazing,0.0,0.688,0.312,0.7783
battery life is definitely great on the pixel 7 series #teampixel,0.0,0.541,0.459,0.7783
pixel 7 pro is also an amazing phone and the price makes it a very smart choice,0.0,0.657,0.343,0.7778
the design looks kinda like something samsung would do but also something more google like at rge same time also compared to the pixel 6 i like the design of the pixel 7 more the strip of glass looked alright but it was a bit weird to me,0.04,0.768,0.192,0.77
zoom on the pixel 7 pro is so smart and good,0.0,0.546,0.454,0.7687
pixel 7 is the newest the smartest smartphone is not the one that doesnt heat up a pixel phone is basically alive the ai implemented into the software is ahead of its time,0.0,0.815,0.185,0.765
pixel 7 is value for money and the best choice,0.0,0.515,0.485,0.765
snapchat on the pixel 7 pro takes full advantage of all 3 rear cameras including macro mode and night sight pretty cool,0.0,0.694,0.306,0.7579
seriously loving the fact that i can actually do everything on my phone the big screen of the pixel 7 pro makes watching youtube or editing photos a pleasant experience every app and service i actually need is there my phone is my computer,0.037,0.806,0.157,0.7579
please reply me bro samsung s22 pixel 7 which mobile best bro,0.0,0.581,0.419,0.7579
had s22 ultra pixel 7 pro performance is so much more stable and smoother i think the s22 ultra has way more features and makes better pictures but all the features in the pixel feel polished and not so half baked like samsungs features,0.0,0.839,0.161,0.7561
ok google happy diwali make pixel 7 pro 256 gb variant available in india or atleast inform about the future plan yes or no,0.074,0.638,0.289,0.7506
and if youve got an older pixel by the way its well worth your while to go through the stuff in that story too a few of the items are pixel7specific but a lot of em apply to pretty much any pixel past or present,0.0,0.846,0.154,0.743
also i said right after most people will never notice this because most are not comparing photos side by side so it is personal preference i prefer the pixel 7 pro in some shots just dont be so brand loyal that you cant see where these companies need to improve,0.0,0.878,0.122,0.7414
its not about if you agree or not the pixel 7 is literally the smartest smartphone in the world every tech influencer says so but you choose to disagree lmao,0.089,0.658,0.253,0.7351
pixel 7 pro but both pictures are amazing,0.0,0.536,0.464,0.7351
after a few days with the google pixel 7 pro i decided to go with the samsung galaxy s22 ultra 5g alpha omega supreme this is a beast can never go wrong with your advice,0.0,0.825,0.175,0.7314
google pixel 7 pro in hazel looks pretty nice ,0.0,0.5,0.5,0.7184
i mean theyre not pixel 7 pro photos but very impressive for a 9 year old phone,0.0,0.711,0.289,0.7086
i had my 6 year old lg v20 super badass cell in my pocky and i spilled an ipa on n myself cuz i was super drunk and i cooked it so i went and got a pixel 7 itsrad,0.103,0.696,0.201,0.7003
obviously pixel 7 pro is a better phone but considering the prices i believe that pixel 7 is a better deal,0.0,0.707,0.293,0.7003
with the aod turned oon the iphone 14 pro max both the 14 pro max and the pixel 7 pro have been giving me pretty much identical screen on times 7 hours 15 min sot with the aod turned off on the 14 pro max this phone is a different animal,0.0,0.891,0.109,0.6808
im hearing reports on how pixel 7 is the best alternative to iphone anytime google puts out an above average flagship western media get really horny ,0.0,0.804,0.196,0.6808
can we just be honest as much as we debate smartphones almost all of them are boring we are upgrading every year for what slightly better ai or speech to text a 2 camera upgrade the pixel 7 and 7 pro are amazing but boring and thats not a bad thing,0.084,0.731,0.185,0.6735
in terms of value i would say the pixel 7 pro offers value more value than iphone 14 pro as well as s22 u unless you use a spen then its another case i have all 3 devices and ill pick the pixel 7 pro as my primary among those,0.056,0.758,0.186,0.6705
hmo i enjoyed the pixel 7 pro i did its a great device but certain things about it made me miss samsung so i sent mine back an got a 22 ultra,0.061,0.704,0.235,0.6652
pixel 7 for 3 days i do often miss the z fold 4 form factor but this phone is very very good a pixel folding phone would be ,0.05,0.769,0.181,0.6605
anyone has the new pixel 7 pro and care to share their opinion,0.0,0.649,0.351,0.6597
yo hook me up with a google watch i already have your pixel 7 pro and the latest pixel buds im not an influencer or anything just want to get some shit for free so i feel like im seemingly important make me feel important yknow what i mean,0.068,0.723,0.209,0.6573
iphone 14 pro max us price 1099 ₹90k india price ₹150k google pixel 7 pro us price 899 73k india price 70k someone make this make sense in the us iphone is just 200 costlier in india it is double the price god save the people who buy apple products,0.0,0.899,0.101,0.6486
yeah the video quality has improved a lot planning to use pixel 7 pro for my other channel where i used to use iphone for video,0.0,0.798,0.202,0.6486
returned the pixel 7 even as the smallest new pixel phone its just too large to be usable the pixel 4a was perfect hoping for a pixel 7 mini with 4a dimensions and no downgrades from the flagships,0.054,0.786,0.16,0.6486
just picked up a pixel 7 pro love it so far,0.0,0.656,0.344,0.6369
pixel 7 has the best camera on any phone in existence,0.0,0.682,0.318,0.6369
legitimately saying pixel 7 pro has the best design,0.0,0.625,0.375,0.6369
ok so i just got my pixel 7 and it im pleased with my choice,0.0,0.683,0.317,0.6249
right now for me its between the xiaomi 12s ultra and the pixel 7 pro this was a great year,0.0,0.806,0.194,0.6249
google pixel 7s screen is vertically polarized so you can use google maps in the car on a sunny day wearing polarized sunglasses couldnt do it with my old phone cool,0.0,0.846,0.154,0.6249
is processor really that important um yeah it is especially for a socalled flagship device even google bangs on about the tensor g2 in all its marketing you dont the pixel 7 pro would be even better with a sd8g1 why settle for less and worse defend it ,0.055,0.774,0.171,0.615
upgrading my phone from the pixel 3 xl to the pixel 7 pro there should be some improvements to the photos you see hopefully in a week or so,0.0,0.828,0.172,0.6124
they fixed all the bugs in the pixel 7 lineup and its the smartest phone out there coming from an iphone user,0.0,0.833,0.167,0.6124
turns out google is using flash storage from different vendors for the pixel 7 pro and they make a pretty substantial difference in storage speeds follow me down the ,0.0,0.833,0.167,0.6124
oh yeah i have the pixel 7 pro and its kind of large lol,0.0,0.667,0.333,0.6124
gonna plug the mac studio in tonight and start getting things set up always get excited for new hardware more excited about that than my pixel 7 pro tbh ,0.0,0.844,0.156,0.5859
i got a new phone it finally came in the mail today and set up was so easy i got the pixel 7 with google fi ,0.0,0.849,0.151,0.5777
a lot of unsung heroes on here and some notable flagship omissions the s22 ultra delivered 10 hours 18 mins of battery life even with its adaptive refresh rate switched off ie locked at 60hz the pixel 7 ultra delivered just 6 hours 31 minutes of battery life,0.0,0.901,0.099,0.5719
this pixel 7 pro and red rocks is a perfect combination,0.0,0.684,0.316,0.5719
pixel 7 is very very very nice,0.0,0.579,0.421,0.5625
after using the pixel 7 in terms of battery life its very similar to pixel 7 pro so i guess big difference for users would be 5x zoom camera and 120hz screen between the regular and pro though i feel in terms of inhand feel regular pixel 7 is more comfortable coz of size,0.0,0.93,0.07,0.5563
pixel 7 pro battery life is looking very impressive and im on the first full day usually pixels take a week to settle in for battery life,0.0,0.87,0.13,0.5563
ending the first full day on the pixel 7 pro 7 hrs 20 min with 20 remaining very impressive,0.0,0.817,0.183,0.5563
sir i have downloaded qpr beta 3 on pixel 7 and it is quite smooth and the battery backup has raised alot happiest thing it doesnt gets warm even on mobile data on extensive use,0.046,0.836,0.117,0.5475
a flat display would be so clean on this pixel 7 pro,0.0,0.721,0.279,0.541
my ideal phone would be the xiaomi 12s ultras primary camera s22 ultras periscope camera pixel 7s image processing 120hz ltpo display with uniform bezels 14 pro maxs battery life a16 pixel software ai in a foldable body thats the size of the iphone 13 mini ,0.0,0.928,0.072,0.5267
google pixel 7 pro yay or nay,0.0,0.595,0.405,0.5267
i used iphone 12 and upgraded to pixel 7 i can tell with 100 percent confidence iphone 60hz is nowhere near the smoothness of pixel 90hz,0.0,0.87,0.13,0.5106
this shiny new pixel 7 is the slipperiest thing ive ever touched it slides off every surface that isnt 100 flat terrified i will break it before the case i ordered gets here,0.0,0.9,0.1,0.4973
one aspect of the motorola edge 30 ultra that beats out the pixel 7 pro among several is its display it is noticeably more vibrant not surprising though the edge 30 ultra display supports hdr10 and the dcip3 colors pace the pixel 7 pro is limited to hdr10 and srgb,0.073,0.812,0.114,0.4965
i am enjoying the pixel 7 series content for what it is well at least the device itself comparisons are so diluted for different reasons that i am waiting to see who will be dumping the 7 series for the 23 series,0.054,0.818,0.129,0.4939
pixel 7 and s22 ultra are laughing in the corner,0.0,0.714,0.286,0.4939
ok pixel 7 convince me to try android,0.0,0.543,0.457,0.4939
pixel 7 pros haptics are really good and the phone feels really smooth,0.0,0.775,0.225,0.4927
the pixel 7 pro is a really good phone #teampixel,0.0,0.687,0.313,0.4927
this really good to know i think i am going to buy it and keep it as my second phone android buddy to accompany me instead of the pixel 7 pro,0.0,0.894,0.106,0.4927
im not worried about ai taking over the world just yet im still getting ads from google inviting me to buy a pixel 7 on my new pixel 7,0.0,0.851,0.149,0.4919
pixel 7 pro unblurred a photo shot on nokia 7210 supernovas 2mp camera in 2011 and it looks so much better now,0.0,0.857,0.143,0.4902
ordered a google pixel 7 n it comes in 4 days and im just so excited to not have an iphone anymore,0.0,0.845,0.155,0.4795
kept saying i wasnt going to buy a phone with a curved screen ever again and here i am with a pixel 7 pro ready to slap myself for not listening,0.0,0.849,0.151,0.4767
this face unlock on the pixel 7 pro is boss im glad brought this feature back to the 7 series,0.0,0.85,0.15,0.4588
well behind the curve on my content right now weeks behind and havent even really started anything for the pixel 7 yet brain is fried and health is rough i question whether its all worth it at times maybe once ive got everything sorted out next week i can settle in,0.0,0.92,0.08,0.4588
pixel 7 7 pro finally a solid pixel pixel buds pro really freakin good pixel watch its ok but buy a galaxy watch instead,0.0,0.773,0.227,0.4569
is the pixel 7 any good,0.0,0.58,0.42,0.4404
that one time at pixel camp when a bunch of us were sitting on the couch when a mid size spider came a crawling along the carpet and everyone immediately vacated the premises while vyyyper thought it was a good time to test out macro mode on the pixel 7 pro ,0.0,0.939,0.061,0.4404
someone gift me iphone 14 pro max or google pixel 7 pro or scamsung s22u ,0.0,0.818,0.182,0.4404
the basemodel pixel 7 design is better than the pixel 7 pro you get a flat screen instead of curved and matte brushed aluminum instead of a mirror finish google should just toss the pro design and make the base model in two sizes,0.0,0.931,0.069,0.4404
cinematic mode on the pixel 7 pro will be eventually fixed its all software i see it being much better in near future,0.0,0.873,0.127,0.4404
im getting google pixel 7 pro instead of samsung galaxy 23 ultra good choice by me,0.0,0.828,0.172,0.4404
pixel 7 pro or iphone 14 pro which one is better and why ,0.0,0.791,0.209,0.4404
moto edge 30 ultra 8128 or pixel 7 both come with almost similar price which one gives better overall end user experience haptic comparison,0.0,0.884,0.116,0.4404
battery on my pixel 7 pro is improving daily and significantly,0.0,0.763,0.237,0.4215
ordered a pixel 7 its for my dad but i will use it for a few days to share a few thoughts on here,0.0,0.865,0.135,0.4215
pixel 7 the photo has depth and looks more natural,0.0,0.741,0.259,0.4201
same as the pro normal usage its fine heats up lot less compared to pixel 6 series but can get a bit warm to touch with extended usage but the heating is not a deal breaker on the pixel 7,0.0,0.901,0.099,0.4118
im liking the pixel 7 pro more than i expected and i havent tested the cameras yet,0.0,0.828,0.172,0.4019
often times i tell people to treat yourself i took my own advice considering this is my birth month hello pixel 7,0.0,0.87,0.13,0.4019
the pixel 7 pro is what the pixel 6 pro should of been its definitely more refined #pixel7pro #pixel6pro #teampixel,0.0,0.863,0.137,0.4019
wish google had a 50mp raw mode on pixel 7 pro ,0.0,0.748,0.252,0.4019
hello when will you have google pixel 7 data support ,0.0,0.748,0.252,0.4019
i got a brand new google pixel 7 as a treat to myself and i cant use it because i dont have a sim card key why dont they include those in the box,0.0,0.906,0.094,0.4019
hopefully grabbing a pixel 7 pro and pixel watch today,0.0,0.722,0.278,0.4019
pixel 7 pro definitely takes this imo,0.0,0.649,0.351,0.4019
definitely the pixel 7 pro ,0.0,0.526,0.474,0.4019
pixel 7 especially from a value perspective,0.0,0.599,0.401,0.3976
i have this 200 dollar credit sitting in my google account i might buy a 2nd pixel watch to go with my pixel 7,0.0,0.88,0.12,0.3818
pixel 7 owners can try googles new clear calling feature in beta,0.0,0.794,0.206,0.3818
 next article will be does the google pixel 7 pro have a feature to clear ram,0.0,0.833,0.167,0.3818
pixel 77 pro users whats your experience like compared to your previous samsungiphonewhichever device,0.0,0.839,0.161,0.3612
its hard to find a good case for the pixel 7 pro,0.114,0.65,0.236,0.3612
just got a pixel 7 pro yesterday i will say the default ringtone your new adventure seriously sounds straight out of a kirby game,0.074,0.742,0.183,0.3612
everyone is getting the pixel 7 but i took advantage of the sale and got the 6a,0.0,0.848,0.152,0.3612
i like the fold 4 a lot more than the pixel 7 pro,0.0,0.762,0.238,0.3612
wyatt i want to share with you my review of the pixel 7 pro after the first boot,0.0,0.8,0.2,0.3612
kk im settling for the pixel 7 and not pro people say the telepjoto on the pro aint all that same chip too,0.0,0.894,0.106,0.3612
am encouraged to switch to the pixel 7 ,0.0,0.706,0.294,0.3612
getting pixel 7 today excited ,0.0,0.556,0.444,0.34
i am sooo happy with my #googlepixel7pro sells guy tried selling me the flip but i was a girl on a mission to get my hands on the pixel 7,0.0,0.911,0.089,0.3291
selling my pixel 7 pro please dm if anyone wants to buy pixel 7 pro snow white color ,0.0,0.867,0.133,0.3182
dearest was considering coming to the dark side from samsung to apple but after looking at the pixel 7 it might end up being that instead ,0.0,0.913,0.087,0.3182
im releasing a video tomorrow showcasing a video feature that google pixel 7 and the pixel 7 pro have this is huge because the iphone 14 pro doesnt have it and neither does the s22 ultra #googlepartner,0.0,0.933,0.067,0.3182
yo the vibrate on my new pixel 7 needs to calm tf down ,0.0,0.827,0.173,0.3182
the standard pixel 7 looks nicer and the hazel colour irl looks terrible like an oxidised green,0.144,0.605,0.251,0.3182
pixel 7 pro for sure,0.0,0.566,0.434,0.3182
dang just curious ever thought of getting the pixel 7,0.0,0.777,0.223,0.3182
as a person who has owned the s22u and the pixel 7 pro how are you able to stay with android i really want android to be good but the smoothness of iphones just keeps me from switching i sold my s22u after 3 months and returned the pixel the day after purchase 12,0.0,0.935,0.065,0.3064
ok an update on my megablind still photo test between the pixel 7 p the vivo x80 p the galaxy s22 u and the iphone 14 pmi can reveal that each phone has come first in at least one round and last in at least one round 2 more rounds tonite get voting retweet too,0.0,0.957,0.043,0.296
weve obtained the handle we appreciate the help from our community in getting the scammer using it banned the scammer created it during our pixel 7 fundraiser blocked us to make it stealthy and was replying in our threads trying to get people to send them money,0.116,0.746,0.138,0.296
ok i buy pixel 7 soonge,0.0,0.577,0.423,0.296
hi the free unlimited storage on is no longer available on google pixel 7 if i as a google local guide uploaded my photos to google maps and then delete them from the google photosapp will they also be deleted from again #teampixel ,0.051,0.874,0.076,0.2732
got mine in white goes well with the snow pixel 7,0.0,0.811,0.189,0.2732
alright first full day with the pixel 7 pro lets see how it goes,0.0,0.857,0.143,0.25
i literally just got the pixel 7 pro and reading this got me giddy and excited for what one could do with kvm maybe give the ios users a shock by running ios in kvm lol,0.109,0.755,0.135,0.25
this new google pixel 7 is a dream ,0.0,0.714,0.286,0.25
hmm not sure this pixel 7 battery is all that good pixel 5 even after owning it all this time seemed to last longer,0.079,0.804,0.117,0.2354
new phone on the way decided to go pixel 7 pro i get so much spam im getting get a new number as well starting fresh other than a select few everyone i know contacts me via social i think cycling cell numbers with every new device is the way to go,0.055,0.832,0.113,0.2315
got the new pixel 7 pro and its the most slippery thing ever slides off of every surface i put it on surprised it hasnt cracked yet ,0.0,0.927,0.073,0.2263
if you are okay with the size and you feel you will use the zoom option then its the pixel 7 pro,0.0,0.913,0.087,0.2263
pixel 7 pro is the only phone im fine with having a hole punch front camera btw,0.0,0.886,0.114,0.2023
i dont think yall understand im obsessed with the pixel 7 pro like this is the real it phone you guys a new standard if you will,0.065,0.84,0.095,0.2023
i think pixel 7 and 7 pro both have aluminium one is polished and one is matte just fyi,0.0,0.893,0.107,0.2023
guys plz help me out s22 ultra or pixel 7 pro im confused which to go,0.126,0.656,0.219,0.1779
whoa just noticed pixel 3 trade in value has gone way up right now on google store 247 for a base 64gb model equating to getting a pixel 7 for 352 that seems like a steal,0.089,0.776,0.136,0.1779
finally got and setup the pixel 7 proi need to go through more settings one thing im missing from my old oneplus 6t is easily swiping up on the bottom right to go backwhich makes a lot more sense than reaching all over to the left side probably customizable but still,0.031,0.905,0.064,0.161
i am confused between motorola edge 30 ultra and pixel 7 prooverall software experience is importantwhich is better according to you,0.104,0.766,0.131,0.1531
google came out stronger with the pixel 7 series you no lie,0.159,0.652,0.188,0.1027
on my pixel 7 pro the first time i opened twitter it was bad but ever since that its been perfect no problems and on samsung i rarely had a problem either,0.218,0.582,0.201,0.0867
one of my homies is ditching apple and going all in on the google ecosystem i couldnt be more proud lol he picked up the pixel watch pixel 7 pro and pixel buds,0.08,0.832,0.088,0.0792
you mean you want a pixel 7,0.0,0.755,0.245,0.0772
i want a pixel 7 fucken creators,0.0,0.698,0.302,0.0772
just made a vlog on the pixel 7 shooting 4k 60fps and had no overheating issues like i have been having on my pixel 7 pro ,0.089,0.81,0.101,0.0772
want to upgrade my phone oneplus 7t which one should i choose pixel 7 or nothing phone 1 or iqoo 9t only android ,0.0,0.936,0.064,0.0772
universe is telling me i shouldnt have impulsively purchased a pixel 7 pro so far it couldnt get delivered has been returned to sender and word on when or if i get my money back has been slow google pls,0.0,0.964,0.036,0.0772
i just want a flat 61 pixel 7 pro is that too much to ask for,0.0,0.902,0.098,0.0772
 now pls justify this bs these are photos from pixel 7 pro and he is claiming that they are from ip 14 pro max,0.0,0.944,0.056,0.0772
dang it i want a pixel 7 mini,0.0,0.755,0.245,0.0772
ngl i m tempted to get a pixel 7 pro but i just cant leave all my samsung products because of the ecosystem,0.0,0.933,0.067,0.0572
 internet is a weird place and i get why we need to be very careful since i tweeted about pixel 7 i have seen this phone everywhere twitter ig ad youtube yahoo mail too this data thing eh,0.049,0.896,0.055,0.0498
while the pixel 7 pro battery life has gotten better it still cant hold up to apples 1314 pro max which is a bummer but no phone on the android side has been able to match them anyways once an android phone does ill be pleasantly surprised,0.149,0.7,0.152,0.0387
i think voice to text alone on the pixel 7 pro is going to just keep me on this device its just changing how i even just type script communicate and even this tweet is voice to text and its just kind of crazy thinking about it wow,0.093,0.832,0.075,0.0276
good morning so im testing the battery with pixel 7 watch took both off the chargers at 9am thos morning and since im off work ill be using them only today findings will be discussed in 24 hour thoughts video,0.066,0.867,0.068,0.0258
galaxy s23 series will be over 40 faster than the pixel 7 series,0.0,1.0,0.0,0.0
got the pixel 7 and its a beast what google is doing with software is incredible #pixel7,0.0,1.0,0.0,0.0
but google has really nailed it with pixel 7,0.0,1.0,0.0,0.0
this google pixel 7 pro is #googlepixel7,0.0,1.0,0.0,0.0
am buying a google pixel 7 pro very soon,0.0,1.0,0.0,0.0
ive just written my script for my pixel 7 pro vs s22 ultra and its 2 pages long my 1 page scripts make 68 mins videosstay tuned my people,0.0,1.0,0.0,0.0
my pixel 7 is on its way,0.0,1.0,0.0,0.0
made the switch to google n got myself a hazel pixel 7 pro catch me never thinking of my iphone ever again ,0.0,1.0,0.0,0.0
the pixel 7 pro is 899 and has a chin google should step it up to uniform bezels,0.0,1.0,0.0,0.0
random but who automatically adjusted their screen resolution from 1080 to 1440 when they got their new pixel 7 pro,0.0,1.0,0.0,0.0
google pixel 7 is really what they say it is,0.0,1.0,0.0,0.0
this is my first tweet from my pixel 7 pro,0.0,1.0,0.0,0.0
still cant get over how incredible the haptics are on the pixel 7,0.0,1.0,0.0,0.0
over here just thinking about a hazel matte back pixel 7 pro ,0.0,1.0,0.0,0.0
its over for apple im about to go get me a google pixel 7 pro,0.0,1.0,0.0,0.0
started watching google pixel 7 pro video on youtube and instantly closed it when it come to the price ,0.0,1.0,0.0,0.0
guys i have finalized my decision i am gonna get the #pixel 7 pro,0.0,1.0,0.0,0.0
finally got my hands on my personal pixel 7 ,0.0,1.0,0.0,0.0
the pixel 7 pro is the most slippery phone ever my case could not come soon enough,0.0,1.0,0.0,0.0
my pixel 7 pro hazel color is coming tomorrow cant wait gonna be antsy at work all day tho ,0.0,1.0,0.0,0.0
s22 ultra global launch price 1200 s22 ultra i bought in 1600 iphone 14 pro global launch price 1000 iphone 14 pro i bought in 1500 pixel 7 pro global launch price 900 pixel 7 pro price in right now 1550 perks of buying gadgets in bangladesh ,0.0,1.0,0.0,0.0
i mean power aside just the fact they cant run 32bit apps means i personally cannot daily drive anything in the pixel 7 family,0.0,1.0,0.0,0.0
pixel 7 it is then,0.0,1.0,0.0,0.0
ended up ordering the pixel 7 pro,0.0,1.0,0.0,0.0
samsung galaxy s22 ultra or the google pixel 7 ,0.0,1.0,0.0,0.0
google pixel 7 pro on my birthday ,0.0,1.0,0.0,0.0
has anyone used the google pixel 7 pro,0.0,1.0,0.0,0.0
my phone is on its very last leg anyone tried the pixel 7 or 7 pro yet,0.0,1.0,0.0,0.0
the pixel 7 pro is the phone of the year hands down,0.0,1.0,0.0,0.0
which charging brick are you guys using for your pixel 7 series thatout arorarohit,0.0,1.0,0.0,0.0
sheesh there are a ton of pixel 7s on swappa already,0.0,1.0,0.0,0.0
todays my pixel watch and pixel 7 pro day #teampixel,0.0,1.0,0.0,0.0
thinking of moving from iphone to the new google pixel 7 pro and the pixel watch ,0.0,1.0,0.0,0.0
pixel 7 in my pocket,0.0,1.0,0.0,0.0
pixel 7 with tensor g2 chip feels more smoother and faster than iqoo 9t which comes with sd 8 gen 1 isart,0.0,1.0,0.0,0.0
might pick up a pixel 7 pro today,0.0,1.0,0.0,0.0
who actually got the regular pixel 7 hows the battery life,0.0,1.0,0.0,0.0
so what are we thinking anyone considering a switch from the iphone to the pixel 7,0.0,1.0,0.0,0.0
real day in the life with my pixel 7 pro #pixel7pro,0.0,1.0,0.0,0.0
